0.00	-0.376862	-0.288208
20.00	-0.759613	-1.622803
40.00	-0.839508	-1.687622
60.00	-0.869171	-1.713684
80.00	-0.888885	-1.723816
100.00	-0.899170	-1.736755
120.00	-0.907227	-1.739075
140.00	-0.908508	-1.740845
160.00	-0.908691	-1.736389
180.00	-0.906219	-1.735229
200.00	-0.910858	-1.743408
220.00	-0.910889	-1.742920
240.00	-0.908783	-1.741760
260.00	-0.912323	-1.745178
280.00	-0.907745	-1.738342
300.00	-0.915405	-1.744629
320.00	-0.914520	-1.748352
340.00	-0.910492	-1.743530
360.00	-0.907227	-1.739197
380.00	-0.908752	-1.743469
400.00	-0.907776	-1.740112
420.00	-0.911377	-1.740234
440.00	-0.915619	-1.751160
460.00	-0.914520	-1.750854
480.00	-0.912170	-1.741943
500.00	-0.911041	-1.746826
520.00	-0.914825	-1.752258
540.00	-0.912598	-1.746582
560.00	-0.915649	-1.757568
580.00	-0.912445	-1.746582
600.00	-0.910400	-1.742371
620.00	-0.912018	-1.745667
640.00	-0.911102	-1.744263
660.00	-0.910950	-1.743164
680.00	-0.913025	-1.748474
700.00	-0.906311	-1.739929
720.00	-0.916870	-1.754761
740.00	-0.909515	-1.737000
760.00	-0.918121	-1.757935
780.00	-0.905975	-1.740173
800.00	-0.914948	-1.749756
820.00	-0.913757	-1.746155
840.00	-0.910034	-1.743958
860.00	-0.906219	-1.737671
880.00	-0.907623	-1.736816
900.00	-0.911591	-1.742798
920.00	-0.914398	-1.747559
940.00	-0.910492	-1.743713
960.00	-0.910614	-1.743958
980.00	-0.910950	-1.745911
1000.00	-0.917480	-1.754395
1020.00	-0.908386	-1.741577
1040.00	-0.913605	-1.751831
1060.00	-0.915161	-1.749695
1080.00	-0.906891	-1.739685
1100.00	-0.907196	-1.737915
1120.00	-0.917480	-1.760986
1140.00	-0.913177	-1.751282
1160.00	-0.914032	-1.752441
1180.00	-0.910248	-1.744507
1200.00	-0.916656	-1.754578
1220.00	-0.911774	-1.748291
1240.00	-0.908600	-1.744934
1260.00	-0.915161	-1.760376
1280.00	-0.913025	-1.748596
1300.00	-0.905334	-1.733704
1320.00	-0.911987	-1.747253
1340.00	-0.912781	-1.750122
1360.00	-0.906342	-1.731750
1380.00	-0.911682	-1.747131
1400.00	-0.914215	-1.750061
1420.00	-0.911377	-1.748840
1440.00	-0.910858	-1.747192
1460.00	-0.915649	-1.754272
1480.00	-0.910370	-1.744995
1500.00	-0.914337	-1.751770
1520.00	-0.910858	-1.749084
1540.00	-0.912872	-1.746155
1560.00	-0.907166	-1.737610
1580.00	-0.911957	-1.745117
1600.00	-0.912048	-1.745056
