0.00	-0.529755	-0.557678
20.00	-0.880585	-1.719055
40.00	-0.902222	-1.733948
60.00	-0.909882	-1.743225
80.00	-0.908478	-1.739868
100.00	-0.908691	-1.739441
120.00	-0.911407	-1.744385
140.00	-0.906403	-1.738342
160.00	-0.910431	-1.745972
180.00	-0.911560	-1.742493
200.00	-0.911316	-1.744690
220.00	-0.908783	-1.747925
240.00	-0.913849	-1.748657
260.00	-0.912354	-1.743286
280.00	-0.914368	-1.747131
300.00	-0.914551	-1.750549
320.00	-0.909790	-1.743225
340.00	-0.909210	-1.748108
360.00	-0.909607	-1.748230
380.00	-0.904999	-1.729370
400.00	-0.909363	-1.747314
420.00	-0.907959	-1.736633
440.00	-0.920715	-1.770874
460.00	-0.908356	-1.737793
480.00	-0.913513	-1.745422
500.00	-0.914429	-1.753601
520.00	-0.910767	-1.744141
540.00	-0.908386	-1.739197
560.00	-0.911194	-1.747559
580.00	-0.909698	-1.738708
600.00	-0.911652	-1.749939
620.00	-0.909424	-1.743408
640.00	-0.912109	-1.747559
660.00	-0.911621	-1.745178
680.00	-0.906219	-1.738831
700.00	-0.905853	-1.739014
720.00	-0.913300	-1.748108
740.00	-0.907257	-1.736938
760.00	-0.907532	-1.735107
780.00	-0.902313	-1.731201
800.00	-0.907013	-1.742615
820.00	-0.905975	-1.735474
840.00	-0.907867	-1.741455
860.00	-0.913879	-1.752258
880.00	-0.914246	-1.747559
900.00	-0.914612	-1.751343
920.00	-0.914703	-1.752930
940.00	-0.905701	-1.731567
960.00	-0.910461	-1.746155
980.00	-0.906921	-1.736938
1000.00	-0.912567	-1.753723
1020.00	-0.904053	-1.732605
1040.00	-0.915527	-1.754822
1060.00	-0.907562	-1.742249
1080.00	-0.907501	-1.737671
1100.00	-0.911957	-1.747314
1120.00	-0.910370	-1.736206
1140.00	-0.907715	-1.732605
1160.00	-0.910126	-1.745056
1180.00	-0.907928	-1.739685
1200.00	-0.907806	-1.739014
1220.00	-0.909576	-1.742554
1240.00	-0.912048	-1.748901
1260.00	-0.907501	-1.739014
1280.00	-0.909576	-1.739258
1300.00	-0.910858	-1.747498
1320.00	-0.913300	-1.749512
1340.00	-0.914978	-1.756165
1360.00	-0.911194	-1.743835
1380.00	-0.916046	-1.755249
1400.00	-0.913055	-1.748962
1420.00	-0.914215	-1.750061
1440.00	-0.913483	-1.749084
1460.00	-0.910706	-1.745178
1480.00	-0.911224	-1.746582
1500.00	-0.911133	-1.749634
1520.00	-0.917023	-1.758179
1540.00	-0.915222	-1.754822
1560.00	-0.915009	-1.751221
1580.00	-0.918243	-1.760986
1600.00	-0.914978	-1.749207
1620.00	-0.910583	-1.738770
1640.00	-0.909271	-1.739380
1660.00	-0.911774	-1.750122
1680.00	-0.913818	-1.744751
1700.00	-0.916168	-1.753784
1720.00	-0.916809	-1.754150
1740.00	-0.910156	-1.746704
1760.00	-0.905701	-1.734802
1780.00	-0.913086	-1.747314
1800.00	-0.904602	-1.728149
1820.00	-0.911133	-1.742737
1840.00	-0.912567	-1.748230
1860.00	-0.917938	-1.751282
1880.00	-0.910767	-1.747864
1900.00	-0.912262	-1.748657
1920.00	-0.912354	-1.749268
1940.00	-0.911011	-1.745850
1960.00	-0.916962	-1.757324
1980.00	-0.910950	-1.743103
2000.00	-0.910980	-1.747009
2020.00	-0.910187	-1.744751
2040.00	-0.916473	-1.754761
2060.00	-0.916016	-1.758911
2080.00	-0.915253	-1.752197
2100.00	-0.907288	-1.734924
2120.00	-0.909119	-1.739380
2140.00	-0.916138	-1.757080
2160.00	-0.911530	-1.749390
2180.00	-0.914703	-1.751160
2200.00	-0.909180	-1.734741
2220.00	-0.909027	-1.738647
2240.00	-0.910248	-1.752380
2260.00	-0.904877	-1.737915
2280.00	-0.914703	-1.747192
2300.00	-0.914215	-1.752747
2320.00	-0.913818	-1.743591
2340.00	-0.909943	-1.743652
2360.00	-0.908966	-1.742737
2380.00	-0.914612	-1.749390
2400.00	-0.911316	-1.744873
2420.00	-0.911438	-1.740051
2440.00	-0.912689	-1.744568
2460.00	-0.910461	-1.740662
2480.00	-0.910522	-1.743774
2500.00	-0.917755	-1.761047
2520.00	-0.918365	-1.758911
2540.00	-0.914917	-1.750854
2560.00	-0.914398	-1.749573
2580.00	-0.911774	-1.742920
2600.00	-0.909698	-1.740601
2620.00	-0.911041	-1.746948
2640.00	-0.915070	-1.752380
2660.00	-0.903625	-1.734985
2680.00	-0.911377	-1.749023
2700.00	-0.912476	-1.748901
2720.00	-0.909607	-1.741089
2740.00	-0.919434	-1.761475
2760.00	-0.911377	-1.745117
2780.00	-0.912170	-1.742432
2800.00	-0.916016	-1.752625
2820.00	-0.912964	-1.746765
2840.00	-0.914429	-1.750488
2860.00	-0.915161	-1.750061
2880.00	-0.909760	-1.741882
2900.00	-0.916260	-1.756653
2920.00	-0.915649	-1.754150
2940.00	-0.911499	-1.748413
2960.00	-0.914093	-1.750488
2980.00	-0.911133	-1.738525
3000.00	-0.917114	-1.757690
3020.00	-0.909668	-1.736084
3040.00	-0.909546	-1.741943
3060.00	-0.911774	-1.747742
3080.00	-0.912231	-1.748169
3100.00	-0.911896	-1.745239
3120.00	-0.913727	-1.750000
3140.00	-0.914398	-1.748596
3160.00	-0.904541	-1.731384
3180.00	-0.909973	-1.743286
3200.00	-0.913239	-1.751160
3220.00	-0.913483	-1.750427
3240.00	-0.910217	-1.745544
3260.00	-0.908844	-1.738953
3280.00	-0.908081	-1.739075
3300.00	-0.911499	-1.744568
3320.00	-0.913208	-1.749634
3340.00	-0.914032	-1.748718
3360.00	-0.913879	-1.747498
3380.00	-0.913239	-1.744812
3400.00	-0.912445	-1.742737
3420.00	-0.910004	-1.746216
3440.00	-0.905090	-1.736389
3460.00	-0.905762	-1.736450
3480.00	-0.910736	-1.741333
3500.00	-0.910034	-1.744202
3520.00	-0.916534	-1.757812
3540.00	-0.911041	-1.743958
3560.00	-0.915253	-1.753601
3580.00	-0.914307	-1.749451
3600.00	-0.909973	-1.740112
3620.00	-0.911072	-1.747742
3640.00	-0.911774	-1.748413
3660.00	-0.904449	-1.730713
3680.00	-0.911713	-1.745605
3700.00	-0.908813	-1.736511
3720.00	-0.908905	-1.738281
3740.00	-0.907654	-1.738037
3760.00	-0.910828	-1.736877
3780.00	-0.916382	-1.753540
3800.00	-0.909241	-1.744019
3820.00	-0.905914	-1.734436
3840.00	-0.910522	-1.742126
3860.00	-0.911407	-1.744019
3880.00	-0.917053	-1.752747
3900.00	-0.918884	-1.757874
3920.00	-0.910461	-1.742249
3940.00	-0.908325	-1.737549
3960.00	-0.912903	-1.748352
3980.00	-0.915924	-1.756470
4000.00	-0.907837	-1.739990
4020.00	-0.909332	-1.748413
4040.00	-0.912476	-1.745544
4060.00	-0.914459	-1.753296
4080.00	-0.903534	-1.732483
4100.00	-0.904358	-1.737549
4120.00	-0.910126	-1.748901
4140.00	-0.907043	-1.743347
4160.00	-0.914886	-1.752441
4180.00	-0.906067	-1.727417
4200.00	-0.911194	-1.745300
